run_id,experiment_tag,timestamp_s,sample_kind,track_id,source,source_label,x_m,y_m,z_m,cleaned_x_m,cleaned_y_m,cleaned_z_m,confidence,position_uncertainty_m
tracking_cdrone3_20260822_204234_922_milestone4,milestone4,0.000000000,target_map,1,0,detected,-11.583705,-0.542871,0.094244,-11.615632,-0.547885,0.093880,0.494136,0.158265
tracking_cdrone3_20260822_204234_922_milestone4,milestone4,0.096573830,target_map,1,0,detected,-11.667329,-0.555985,0.093367,-11.603655,-0.546014,0.094012,0.482135,0.192066
tracking_cdrone3_20260822_204234_922_milestone4,milestone4,0.202992201,target_map,1,0,detected,-11.595862,-0.544798,0.094031,-11.599888,-0.545430,0.094056,0.481249,0.179073
tracking_cdrone3_20260822_204234_922_milestone4,milestone4,0.299144983,target_map,1,0,detected,-11.567722,-0.540402,0.094405,-7.967271,0.027558,0.130136,0.485491,0.158696
tracking_cdrone3_20260822_204234_922_milestone4,milestone4,0.396639347,target_map,1,0,detected,-11.584821,-0.543092,0.094235,-4.339688,0.598286,0.165758,0.473584,0.192820
tracking_cdrone3_20260822_204234_922_milestone4,milestone4,0.497037649,target_map,1,0,detected,6.579379,2.322065,0.274642,-4.352434,0.596203,0.165653,0.472018,0.176718
tracking_cdrone3_20260822_204234_922_milestone4,milestone4,0.596617222,target_map,1,0,detected,6.470588,2.297655,0.271480,-4.436468,0.582679,0.164761,0.489007,0.167278
tracking_cdrone3_20260822_204234_922_milestone4,milestone4,0.696560860,target_map,1,0,detected,-11.659593,-0.555211,0.093502,-4.434274,0.583023,0.164789,0.493430,0.160253
tracking_cdrone3_20260822_204234_922_milestone4,milestone4,0.796509504,target_map,1,0,detected,-11.987894,-0.608022,0.089949,-8.094540,0.005574,0.128412,0.481010,0.195233
tracking_cdrone3_20260822_204234_922_milestone4,milestone4,0.896526814,target_map,1,0,detected,-11.573851,-0.541371,0.094374,-11.762606,-0.571746,0.092345,0.504979,0.152437
tracking_cdrone3_20260822_204234_922_milestone4,milestone4,0.996686459,target_map,1,0,detected,-11.721952,-0.565183,0.092757,-11.755865,-0.570657,0.092396,0.492312,0.187493
tracking_cdrone3_20260822_204234_922_milestone4,milestone4,1.096622944,target_map,1,0,detected,-11.869742,-0.588944,0.091144,-11.696776,-0.561147,0.093010,0.479672,0.222474
tracking_cdrone3_20260822_204234_922_milestone4,milestone4,1.196513414,target_map,1,0,detected,-11.625888,-0.549765,0.093756,-8.105094,0.005526,0.126892,0.493973,0.182896
tracking_cdrone3_20260822_204234_922_milestone4,milestone4,1.296600819,target_map,1,0,detected,-11.692447,-0.560472,0.093019,-4.402733,0.589732,0.161853,0.481315,0.217929
tracking_cdrone3_20260822_204234_922_milestone4,milestone4,1.396557570,target_map,1,0,detected,6.384557,2.291992,0.263784,-0.815925,1.157547,0.195300,0.503292,0.183487
tracking_cdrone3_20260822_204234_922_milestone4,milestone4,1.496734858,target_map,1,0,detected,6.789854,2.355847,0.267560,2.757743,1.723474,0.228462,0.490381,0.218540
tracking_cdrone3_20260822_204234_922_milestone4,milestone4,1.597334385,target_map,1,0,detected,6.064299,2.250130,0.258380,6.292279,2.279356,0.262414,0.501249,0.165434
tracking_cdrone3_20260822_204234_922_milestone4,milestone4,1.696575165,target_map,1,0,detected,6.242450,2.279873,0.259568,6.227288,2.266612,0.262544,0.488672,0.200174
tracking_cdrone3_20260822_204234_922_milestone4,milestone4,1.796353579,target_map,1,0,detected,5.980237,2.218938,0.262777,6.097060,2.242959,0.262251,0.484050,0.150939
tracking_cdrone3_20260822_204234_922_milestone4,milestone4,1.896631002,target_map,1,0,detected,6.059600,2.228274,0.264437,6.042842,2.235215,0.259649,0.471909,0.186031
tracking_cdrone3_20260822_204234_922_milestone4,milestone4,1.996583223,target_map,1,0,detected,6.138716,2.237581,0.266092,5.951393,2.221928,0.256222,0.459806,0.221013
tracking_cdrone3_20260822_204234_922_milestone4,milestone4,2.096639156,target_map,1,0,detected,5.793205,2.211408,0.245370,5.951618,2.227234,0.254828,0.470185,0.177176
tracking_cdrone3_20260822_204234_922_milestone4,milestone4,2.196730137,target_map,1,0,detected,5.785207,2.213438,0.242432,5.943260,2.232388,0.253223,0.458189,0.212201
tracking_cdrone3_20260822_204234_922_milestone4,milestone4,2.296588659,target_map,1,0,detected,5.981362,2.245471,0.255809,5.872313,2.225078,0.251425,0.491602,0.168116
tracking_cdrone3_20260822_204234_922_milestone4,milestone4,2.396624565,target_map,1,0,detected,6.017810,2.254045,0.256414,5.864865,2.221778,0.253896,0.479147,0.203127
tracking_cdrone3_20260822_204234_922_milestone4,milestone4,2.496404409,target_map,1,0,detected,5.783982,2.201027,0.257101,5.899996,2.226955,0.256360,0.480485,0.166819
tracking_cdrone3_20260822_204234_922_milestone4,milestone4,2.596666813,target_map,1,0,detected,5.755964,2.194910,0.257726,5.900961,2.226816,0.256108,0.468308,0.201875
tracking_cdrone3_20260822_204234_922_milestone4,milestone4,2.697694302,target_map,1,0,detected,5.960861,2.239320,0.254750,5.899770,2.226067,0.255695,0.490097,0.153868
tracking_cdrone3_20260822_204234_922_milestone4,milestone4,2.796540976,target_map,1,0,detected,5.986189,2.244776,0.254550,5.945096,2.232824,0.259840,0.477953,0.188464
tracking_cdrone3_20260822_204234_922_milestone4,milestone4,2.896701336,target_map,1,0,detected,6.011853,2.250304,0.254347,6.000055,2.241081,0.264741,0.465647,0.223518
tracking_cdrone3_20260822_204234_922_milestone4,milestone4,2.996496916,target_map,1,0,detected,6.010614,2.234812,0.277829,5.964525,2.231814,0.269124,0.467184,0.175438
tracking_cdrone3_20260822_204234_922_milestone4,milestone4,3.096687078,target_map,1,0,detected,6.030756,2.236192,0.282231,5.916722,2.219857,0.274015,0.455267,0.210501
tracking_cdrone3_20260822_204234_922_milestone4,milestone4,3.196748972,target_map,1,0,detected,5.783213,2.192986,0.276663,5.856589,2.205197,0.279415,0.489702,0.154993
tracking_cdrone3_20260822_204234_922_milestone4,milestone4,3.296701431,target_map,1,0,detected,5.747172,2.184989,0.279007,5.887126,2.213755,0.278750,0.477419,0.189984
tracking_cdrone3_20260822_204234_922_milestone4,milestone4,3.396525383,target_map,1,0,detected,5.711188,2.177004,0.281348,5.925699,2.224725,0.277305,0.465155,0.224921
tracking_cdrone3_20260822_204234_922_milestone4,milestone4,3.496549606,target_map,1,0,detected,6.163300,2.277602,0.274499,5.849051,2.218516,0.273186,0.446698,0.181654
tracking_cdrone3_20260822_204234_922_milestone4,milestone4,3.596662045,target_map,1,0,detected,6.223621,2.291042,0.275009,5.754298,2.210566,0.267877,0.435261,0.216687
tracking_cdrone3_20260822_204234_922_milestone4,milestone4,3.696591854,target_map,1,0,detected,5.399972,2.161944,0.256064,5.895450,2.243589,0.261531,0.513436,0.174185
tracking_cdrone3_20260822_204234_922_milestone4,milestone4,3.796452999,target_map,1,0,detected,5.273409,2.145236,0.252463,5.978021,2.262734,0.255891,0.500393,0.209133
tracking_cdrone3_20260822_204234_922_milestone4,milestone4,3.899554491,target_map,1,0,detected,6.416948,2.342120,0.249620,5.966287,2.262094,0.260403,0.539666,0.173372
tracking_cdrone3_20260822_204234_922_milestone4,milestone4,3.996842623,target_map,1,0,detected,6.576155,2.373328,0.246299,6.126256,2.288438,0.270327,0.526320,0.207415
tracking_cdrone3_20260822_204234_922_milestone4,milestone4,4.102047920,target_map,1,0,detected,6.164951,2.287843,0.297569,6.318935,2.319360,0.282694,0.519044,0.161752
tracking_cdrone3_20260822_204234_922_milestone4,milestone4,4.196459055,target_map,1,0,detected,6.199817,2.293665,0.305685,6.199847,2.298011,0.273555,0.506689,0.194797
tracking_cdrone3_20260822_204234_922_milestone4,milestone4,4.296625376,target_map,1,0,detected,6.236804,2.299843,0.314295,6.039098,2.268967,0.262275,0.493582,0.229853
tracking_cdrone3_20260822_204234_922_milestone4,milestone4,4.396586418,target_map,1,0,detected,5.821507,2.235377,0.203928,6.054810,2.281078,0.261567,0.547351,0.181765
