run_id,experiment_tag,timestamp_s,sample_kind,track_id,detector_track_id,source,source_label,x_m,y_m,z_m,vx_mps,vy_mps,vz_mps,confidence,distance_m,bbox_area_px,inbound,last_observed_age_s,prediction_horizon_s,position_uncertainty_m,velocity_uncertainty_mps
tracking_cdrone3_20260822_203534_108_milestone4,milestone4,1787456134.140989304,raw,1,1,0,detected,4.138988,8.793064,0.323055,0.927230,0.429768,0.041899,0.652344,16.889536,714.375,0,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_203534_108_milestone4,milestone4,1787456134.140989304,raw,4,4,0,detected,-1.752795,2.663343,0.300936,0.000000,0.000000,0.000000,0.444336,9.354036,7072.500,0,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_203534_108_milestone4,milestone4,1787456134.170799732,target_map,1,1,0,detected,4.146886,8.796710,0.323083,0.314217,0.145063,0.001109,0.648245,16.889536,714.375,0,0.025135,0.000000,0.158797,0.356284
tracking_cdrone3_20260822_203534_108_milestone4,milestone4,1787456134.170799732,target_map,2,4,0,detected,-1.752795,2.663343,0.300936,0.000000,0.000000,0.000000,0.441544,9.354036,7072.500,0,0.025135,0.000000,0.158797,0.356284
tracking_cdrone3_20260822_203534_108_milestone4,milestone4,1787456134.264487028,raw,1,1,0,detected,4.093421,8.770414,0.328044,-0.369023,-0.183430,0.040399,0.658691,16.838739,757.875,1,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_203534_108_milestone4,milestone4,1787456134.264487028,raw,4,4,0,detected,-1.835428,2.647258,0.301694,-0.669198,-0.130266,0.006141,0.444336,9.270010,7072.500,1,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_203534_108_milestone4,milestone4,1787456134.270755768,target_map,1,1,0,detected,4.093326,8.770359,0.328079,-0.061565,-0.035608,0.022718,0.658437,16.838739,757.875,1,0.001545,0.000000,0.150541,0.350386
tracking_cdrone3_20260822_203534_108_milestone4,milestone4,1787456134.270755768,target_map,2,4,0,detected,-1.835997,2.647147,0.301700,-0.368059,-0.071646,0.003378,0.444164,9.270010,7072.500,1,0.001545,0.000000,0.150541,0.350386
tracking_cdrone3_20260822_203534_108_milestone4,milestone4,1787456134.370843410,target_map,1,1,0,detected,4.087166,8.766796,0.330352,-0.061565,-0.035608,0.022718,0.641960,16.838739,757.875,1,0.101602,0.000000,0.185561,0.375400
tracking_cdrone3_20260822_203534_108_milestone4,milestone4,1787456134.370843410,target_map,2,4,0,detected,-1.872824,2.639978,0.302037,-0.368059,-0.071646,0.003378,0.433050,9.270010,7072.500,1,0.101602,0.000000,0.185561,0.375400
tracking_cdrone3_20260822_203534_108_milestone4,milestone4,1787456134.385207891,raw,1,1,0,detected,4.075830,8.761349,0.322178,-0.145722,-0.075099,-0.048588,0.630371,16.818871,703.125,1,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_203534_108_milestone4,milestone4,1787456134.385207891,raw,4,4,0,detected,-4.261150,2.295478,0.250171,-20.093958,-2.914037,-0.426804,0.444336,6.818376,7072.500,1,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_203534_108_milestone4,milestone4,1787456134.470652580,target_map,1,1,0,detected,4.067180,8.756751,0.320855,-0.107851,-0.057328,-0.016500,0.617732,16.818871,703.125,1,0.080202,0.000000,0.178071,0.370051
tracking_cdrone3_20260822_203534_108_milestone4,milestone4,1787456134.470652580,target_map,2,4,0,detected,-4.623593,2.242257,0.242877,-4.519114,-0.663586,-0.090950,0.435427,6.818376,7072.500,1,0.080202,0.000000,0.178071,0.370051
tracking_cdrone3_20260822_203534_108_milestone4,milestone4,1787456134.500192165,raw,1,1,0,detected,4.227721,8.836440,0.327225,1.320927,0.653039,0.043892,0.670410,16.988411,736.000,0,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_203534_108_milestone4,milestone4,1787456134.500192165,raw,4,4,0,detected,-4.732199,2.225514,0.241404,-4.096488,-0.608444,-0.076239,0.444336,6.342142,7072.500,1,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_203534_108_milestone4,milestone4,1787456134.572245598,target_map,1,1,0,detected,4.274616,8.859499,0.328382,0.677977,0.333374,0.016715,0.658817,16.988411,736.000,0,0.069168,0.000000,0.174209,0.367292
tracking_cdrone3_20260822_203534_108_milestone4,milestone4,1787456134.572245598,target_map,2,4,0,detected,-5.028701,2.181713,0.235673,-4.286669,-0.633258,-0.082859,0.436652,6.342142,7072.500,1,0.069168,0.000000,0.174209,0.367292
tracking_cdrone3_20260822_203534_108_milestone4,milestone4,1787456134.616162300,raw,1,1,0,detected,4.107505,8.780448,0.328689,-1.036534,-0.482783,0.012622,0.638672,16.855824,724.500,1,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_203534_108_milestone4,milestone4,1787456134.670586824,target_map,1,1,0,detected,4.094740,8.774884,0.329386,-0.265004,-0.115512,0.014464,0.630981,16.855824,724.500,1,0.048170,0.000000,0.166859,0.362042
tracking_cdrone3_20260822_203534_108_milestone4,milestone4,1787456134.670586824,target_map,2,4,0,detected,-5.450340,2.119425,0.227523,-4.286669,-0.633258,-0.082859,0.425726,6.342142,7072.500,1,0.167529,0.000000,0.208635,0.391882
tracking_cdrone3_20260822_203534_108_milestone4,milestone4,1787456134.742563725,raw,1,1,0,detected,4.113206,8.781909,0.321925,0.045102,0.011563,-0.053513,0.667969,16.861517,753.250,0,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_203534_108_milestone4,milestone4,1787456134.770865679,target_map,1,1,0,detected,4.111123,8.780903,0.321420,-0.094445,-0.045621,-0.022923,0.664286,16.861517,753.250,0,0.022053,0.000000,0.157718,0.355513
tracking_cdrone3_20260822_203534_108_milestone4,milestone4,1787456134.770865679,target_map,2,4,2,predicted,-5.880066,2.055943,0.219217,-4.286669,-0.633258,-0.082859,0.414590,6.342142,7072.500,1,0.267776,0.267776,0.243722,0.416944
tracking_cdrone3_20260822_203534_108_milestone4,milestone4,1787456134.870878458,target_map,1,1,0,detected,4.101676,8.776340,0.319127,-0.094445,-0.045621,-0.022923,0.647582,16.861517,753.250,0,0.122083,0.000000,0.192729,0.380521
tracking_cdrone3_20260822_203534_108_milestone4,milestone4,1787456134.870878458,target_map,2,4,2,predicted,-6.308863,1.992598,0.210928,-4.286669,-0.633258,-0.082859,0.403479,6.342142,7072.500,1,0.367806,0.367806,0.278732,0.441952
tracking_cdrone3_20260822_203534_108_milestone4,milestone4,1787456134.969707489,raw,1,1,0,detected,4.146376,8.793956,0.322357,0.146032,0.053034,0.001901,0.635254,16.896536,724.500,0,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_203534_108_milestone4,milestone4,1787456134.970891714,target_map,1,1,0,detected,4.092229,8.771776,0.316834,-0.094445,-0.045621,-0.022923,0.630879,16.861517,753.250,0,0.222103,0.000000,0.227736,0.405526
tracking_cdrone3_20260822_203534_108_milestone4,milestone4,1787456134.970891714,target_map,2,4,2,predicted,-6.737615,1.929259,0.202641,-4.286669,-0.633258,-0.082859,0.392368,6.342142,7072.500,1,0.467826,0.467826,0.313739,0.466957
tracking_cdrone3_20260822_203534_108_milestone4,milestone4,1787456135.070597649,target_map,1,1,0,detected,4.149929,8.794767,0.321486,0.037817,0.008639,-0.009270,0.620335,16.896536,724.500,0,0.093939,0.000000,0.182879,0.373485
tracking_cdrone3_20260822_203534_108_milestone4,milestone4,1787456135.070597649,target_map,2,4,2,predicted,-7.165030,1.866119,0.194379,-4.286669,-0.633258,-0.082859,0.381292,6.342142,7072.500,1,0.567534,0.567534,0.348637,0.491883
tracking_cdrone3_20260822_203534_108_milestone4,milestone4,1787456135.170635700,target_map,1,1,0,detected,4.153712,8.795631,0.320559,0.037817,0.008639,-0.009270,0.604448,16.896536,724.500,0,0.193972,0.000000,0.217890,0.398493
tracking_cdrone3_20260822_203534_108_milestone4,milestone4,1787456135.170635700,target_map,2,4,2,predicted,-7.593838,1.802772,0.186090,-4.286669,-0.633258,-0.082859,0.370180,6.342142,7072.500,1,0.667567,0.667567,0.383648,0.516892
tracking_cdrone3_20260822_203534_108_milestone4,milestone4,1787456135.192606449,raw,1,1,0,detected,4.048981,8.746967,0.325234,-0.436962,-0.210812,0.012910,0.651367,16.788498,736.000,1,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_203534_108_milestone4,milestone4,1787456135.192606449,raw,4,4,0,detected,-4.328150,2.314871,0.252958,0.000000,0.000000,0.000000,0.622559,6.754968,6375.000,0,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_203534_108_milestone4,milestone4,1787456135.270822525,target_map,1,1,0,detected,4.032255,8.738574,0.325454,-0.223311,-0.112059,0.002929,0.639170,16.788498,736.000,1,0.074900,0.000000,0.176215,0.368725
tracking_cdrone3_20260822_203534_108_milestone4,milestone4,1787456135.270822525,target_map,2,4,0,detected,-4.272019,2.324927,0.254266,0.749410,0.134259,0.017458,0.610901,6.754968,6375.000,0,0.074900,0.000000,0.176215,0.368725
tracking_cdrone3_20260822_203534_108_milestone4,milestone4,1787456135.370872736,target_map,1,1,0,detected,4.009912,8.727363,0.325747,-0.223311,-0.112059,0.002929,0.622878,16.788498,736.000,1,0.174950,0.000000,0.211233,0.393738
tracking_cdrone3_20260822_203534_108_milestone4,milestone4,1787456135.370872736,target_map,2,4,0,detected,-4.197041,2.338359,0.256013,0.749410,0.134259,0.017458,0.595329,6.754968,6375.000,0,0.174950,0.000000,0.211233,0.393738
tracking_cdrone3_20260822_203534_108_milestone4,milestone4,1787456135.405738354,raw,1,1,0,detected,4.010196,8.730626,0.320283,-0.181975,-0.076670,-0.023230,0.626953,16.746410,752.000,1,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_203534_108_milestone4,milestone4,1787456135.405738354,raw,4,4,0,detected,-4.213358,2.332087,0.255247,0.538596,0.080777,0.010737,0.622559,6.871044,6375.000,0,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_203534_108_milestone4,milestone4,1787456135.470862627,target_map,1,1,0,detected,3.998198,8.725087,0.319598,-0.200576,-0.092595,-0.011459,0.617577,16.746410,752.000,1,0.059817,0.000000,0.170936,0.364954
tracking_cdrone3_20260822_203534_108_milestone4,milestone4,1787456135.470862627,target_map,2,4,0,detected,-4.175466,2.338358,0.256070,0.633462,0.104844,0.013762,0.613249,6.871044,6375.000,0,0.059817,0.000000,0.170936,0.364954
