run_id,experiment_tag,duration_s,frame_count,raw_track_frame_count,target_map_track_frame_count,target_map_predicted_frame_count,raw_visual_track_coverage_ratio,target_map_coverage_ratio,predicted_coverage_ratio,predicted_coverage_during_raw_dropout_ratio,longest_raw_dropout_s,longest_no_track_gap_s,longest_target_map_bridge_s,raw_id_switch_count,target_map_id_switch_count,raw_reacquisition_count,target_map_same_id_reacquisition_count,target_map_same_id_reacquisition_ratio,reacquisition_residual_count,reacquisition_residual_median_m,reacquisition_residual_p90_m,uncertainty_calibration_ratio,simulated_dropout_count,simulated_dropout_error_median_m,simulated_dropout_error_p90_m,cleaned_path_point_count,cleaned_path_source_kind,cleaned_path_track_id
tracking_cdrone3_20260822_201250_360_milestone4,milestone4,122.199847,1223,1162,1223,481,0.950123,1.000000,0.393295,0.983607,2.199981,0.000000,2.199981,26,22,5,3,0.600000,5,10.368623,10.917931,0.200000,178,0.149576,0.611756,625,target_map,6
