run_id,experiment_tag,timestamp_s,state,raw_tracks_count,target_map_tracks_count,raw_has_track,target_map_has_track,target_map_predicted_count,target_map_has_predicted,active_raw_track_id,active_target_map_track_id,raw_dropout,target_map_bridge_active,raw_dropout_duration_s,target_map_bridge_duration_s,longest_raw_dropout_s,longest_target_map_bridge_s
tracking_cdrone3_20260822_112530_019_milestone4,milestone4,1787423130.108166456,SYNC_TAKEOFF_PARAM,1,1,1,1,0,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_112530_019_milestone4,milestone4,1787423130.206530571,SYNC_PRE_TAKEOFF_PROFILE,1,1,1,1,0,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_112530_019_milestone4,milestone4,1787423130.306005716,SYNC_PRE_TAKEOFF_PROFILE,1,1,1,1,0,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_112530_019_milestone4,milestone4,1787423130.406069756,SYNC_PRE_TAKEOFF_PROFILE,1,1,1,1,0,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_112530_019_milestone4,milestone4,1787423130.507416725,SYNC_PRE_TAKEOFF_PROFILE,1,1,1,1,0,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_112530_019_milestone4,milestone4,1787423130.606170177,SYNC_PRE_TAKEOFF_PROFILE,1,1,1,1,0,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_112530_019_milestone4,milestone4,1787423130.705836296,SET_TAKEOFF_MODE,1,1,1,1,0,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_112530_019_milestone4,milestone4,1787423130.805945158,ARMING,1,1,1,1,0,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_112530_019_milestone4,milestone4,1787423130.905884504,ARMING,1,1,1,1,0,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_112530_019_milestone4,milestone4,1787423131.006048679,ARMING,1,1,1,1,0,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_112530_019_milestone4,milestone4,1787423131.106283188,ARMING,1,1,1,1,1,1,1,1,0,0,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_112530_019_milestone4,milestone4,1787423131.205925941,ARMING,1,1,1,1,0,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_112530_019_milestone4,milestone4,1787423131.306506395,ARMING,1,1,1,1,0,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_112530_019_milestone4,milestone4,1787423131.405951738,ARMING,1,1,1,1,0,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_112530_019_milestone4,milestone4,1787423131.506169558,ARMING,1,1,1,1,0,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_112530_019_milestone4,milestone4,1787423131.605826855,ARMING,1,1,1,1,0,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_112530_019_milestone4,milestone4,1787423131.706044912,ARMING,1,1,1,1,0,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_112530_019_milestone4,milestone4,1787423131.805997849,ARMING,1,1,1,1,0,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_112530_019_milestone4,milestone4,1787423131.906355858,ARMING,1,1,1,1,0,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_112530_019_milestone4,milestone4,1787423132.006006718,ARMING,1,1,1,1,0,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_112530_019_milestone4,milestone4,1787423132.106427431,ARMING,1,1,1,1,0,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_112530_019_milestone4,milestone4,1787423132.205854416,ARMING,1,1,1,1,0,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_112530_019_milestone4,milestone4,1787423132.306092024,ARMING,1,1,1,1,0,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_112530_019_milestone4,milestone4,1787423132.406013012,ARMING,1,1,1,1,0,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_112530_019_milestone4,milestone4,1787423132.508121967,ARMING,1,1,1,1,0,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_112530_019_milestone4,milestone4,1787423132.606492043,ARMING,1,1,1,1,0,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_112530_019_milestone4,milestone4,1787423132.707387209,ARMING,1,1,1,1,1,1,1,1,0,0,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_112530_019_milestone4,milestone4,1787423132.805868626,TAKEOFF,1,1,1,1,0,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_112530_019_milestone4,milestone4,1787423132.906005859,TAKEOFF,1,1,1,1,0,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_112530_019_milestone4,milestone4,1787423133.006040573,TAKEOFF,1,1,1,1,0,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_112530_019_milestone4,milestone4,1787423133.105794668,TAKEOFF,1,1,1,1,0,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_112530_019_milestone4,milestone4,1787423133.205948114,TAKEOFF,1,1,1,1,0,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_112530_019_milestone4,milestone4,1787423133.306137562,TAKEOFF,1,1,1,1,0,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_112530_019_milestone4,milestone4,1787423133.406309366,TAKEOFF,1,1,1,1,0,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_112530_019_milestone4,milestone4,1787423133.505879641,TAKEOFF,1,1,1,1,0,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_112530_019_milestone4,milestone4,1787423133.606864214,TAKEOFF,1,1,1,1,0,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_112530_019_milestone4,milestone4,1787423133.706095934,TAKEOFF,1,1,1,1,1,1,1,1,0,0,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_112530_019_milestone4,milestone4,1787423133.805839777,TAKEOFF,1,1,1,1,0,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_112530_019_milestone4,milestone4,1787423133.905848503,TAKEOFF,1,1,1,1,0,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_112530_019_milestone4,milestone4,1787423134.005747557,TAKEOFF,1,1,1,1,0,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_112530_019_milestone4,milestone4,1787423134.106160879,TAKEOFF,1,1,1,1,0,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_112530_019_milestone4,milestone4,1787423134.206021547,TAKEOFF,1,1,1,1,1,1,1,1,0,0,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_112530_019_milestone4,milestone4,1787423134.306056261,TAKEOFF,1,1,1,1,0,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_112530_019_milestone4,milestone4,1787423134.405895472,TAKEOFF,1,1,1,1,0,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_112530_019_milestone4,milestone4,1787423134.505823851,TAKEOFF,1,1,1,1,0,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_112530_019_milestone4,milestone4,1787423134.605824947,TAKEOFF,1,1,1,1,0,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_112530_019_milestone4,milestone4,1787423134.705770254,TAKEOFF,1,1,1,1,0,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_112530_019_milestone4,milestone4,1787423134.805818319,TAKEOFF,1,1,1,1,0,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_112530_019_milestone4,milestone4,1787423134.905853987,TAKEOFF,1,1,1,1,0,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_112530_019_milestone4,milestone4,1787423135.005802393,TAKEOFF,1,1,1,1,0,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_112530_019_milestone4,milestone4,1787423135.105897427,TAKEOFF,1,1,1,1,0,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_112530_019_milestone4,milestone4,1787423135.205826521,TAKEOFF,1,1,1,1,0,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_112530_019_milestone4,milestone4,1787423135.305861473,TAKEOFF,1,1,1,1,0,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_112530_019_milestone4,milestone4,1787423135.405914068,TAKEOFF,1,1,1,1,0,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_112530_019_milestone4,milestone4,1787423135.505825996,TAKEOFF,1,1,1,1,0,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_112530_019_milestone4,milestone4,1787423135.605802774,TAKEOFF,1,1,1,1,0,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_112530_019_milestone4,milestone4,1787423135.705909967,TAKEOFF,1,1,1,1,0,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_112530_019_milestone4,milestone4,1787423135.805744410,TAKEOFF,1,1,1,1,0,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_112530_019_milestone4,milestone4,1787423135.906630039,TAKEOFF,1,1,1,1,0,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_112530_019_milestone4,milestone4,1787423136.005934000,TAKEOFF,1,1,1,1,0,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_112530_019_milestone4,milestone4,1787423136.105975151,TAKEOFF,1,1,1,1,0,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_112530_019_milestone4,milestone4,1787423136.205867767,TAKEOFF,1,1,1,1,0,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_112530_019_milestone4,milestone4,1787423136.305894136,TAKEOFF,1,1,1,1,0,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_112530_019_milestone4,milestone4,1787423136.405832529,TAKEOFF,1,1,1,1,0,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_112530_019_milestone4,milestone4,1787423136.506457329,TAKEOFF,1,1,1,1,0,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_112530_019_milestone4,milestone4,1787423136.607212305,TAKEOFF,1,1,1,1,0,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_112530_019_milestone4,milestone4,1787423136.706181526,TAKEOFF,1,1,1,1,0,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_112530_019_milestone4,milestone4,1787423136.805916071,TAKEOFF,1,1,1,1,0,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_112530_019_milestone4,milestone4,1787423136.906358004,TAKEOFF,1,1,1,1,0,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_112530_019_milestone4,milestone4,1787423137.006036282,TAKEOFF,1,1,1,1,0,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_112530_019_milestone4,milestone4,1787423137.106012583,TAKEOFF,1,1,1,1,0,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_112530_019_milestone4,milestone4,1787423137.206015825,TAKEOFF,1,1,1,1,0,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_112530_019_milestone4,milestone4,1787423137.305993557,TAKEOFF,1,1,1,1,0,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_112530_019_milestone4,milestone4,1787423137.405863523,TAKEOFF,1,1,1,1,0,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_112530_019_milestone4,milestone4,1787423137.506079197,TAKEOFF,1,1,1,1,0,0,1,1,0,0,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_112530_019_milestone4,milestone4,1787423137.606206894,TAKEOFF,0,1,0,1,1,1,,1,1,1,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_112530_019_milestone4,milestone4,1787423137.705895424,TAKEOFF,0,1,0,1,1,1,,1,1,1,0.099689,0.099689,0.099689,0.099689
tracking_cdrone3_20260822_112530_019_milestone4,milestone4,1787423137.808154821,TAKEOFF,0,1,0,1,1,1,,1,1,1,0.201948,0.201948,0.201948,0.201948
tracking_cdrone3_20260822_112530_019_milestone4,milestone4,1787423137.905935287,TAKEOFF,0,1,0,1,1,1,,1,1,1,0.299728,0.299728,0.299728,0.299728
tracking_cdrone3_20260822_112530_019_milestone4,milestone4,1787423138.005857944,TAKEOFF,0,1,0,1,1,1,,1,1,1,0.399651,0.399651,0.399651,0.399651
tracking_cdrone3_20260822_112530_019_milestone4,milestone4,1787423138.106301546,TAKEOFF,1,1,1,1,1,1,1,1,0,0,0.000000,0.000000,0.399651,0.399651
tracking_cdrone3_20260822_112530_019_milestone4,milestone4,1787423138.205930948,TAKEOFF,1,1,1,1,0,0,1,1,0,0,0.000000,0.000000,0.399651,0.399651
tracking_cdrone3_20260822_112530_019_milestone4,milestone4,1787423138.306056023,TAKEOFF,1,1,1,1,0,0,1,1,0,0,0.000000,0.000000,0.399651,0.399651
tracking_cdrone3_20260822_112530_019_milestone4,milestone4,1787423138.406105042,TAKEOFF,1,1,1,1,0,0,1,1,0,0,0.000000,0.000000,0.399651,0.399651
tracking_cdrone3_20260822_112530_019_milestone4,milestone4,1787423138.505941153,TAKEOFF,1,1,1,1,0,0,1,1,0,0,0.000000,0.000000,0.399651,0.399651
tracking_cdrone3_20260822_112530_019_milestone4,milestone4,1787423138.605964899,TAKEOFF,1,1,1,1,0,0,1,1,0,0,0.000000,0.000000,0.399651,0.399651
tracking_cdrone3_20260822_112530_019_milestone4,milestone4,1787423138.705974817,TAKEOFF,1,1,1,1,0,0,1,1,0,0,0.000000,0.000000,0.399651,0.399651
tracking_cdrone3_20260822_112530_019_milestone4,milestone4,1787423138.806123257,TAKEOFF,1,1,1,1,0,0,1,1,0,0,0.000000,0.000000,0.399651,0.399651
tracking_cdrone3_20260822_112530_019_milestone4,milestone4,1787423138.906099081,TAKEOFF,1,1,1,1,0,0,1,1,0,0,0.000000,0.000000,0.399651,0.399651
tracking_cdrone3_20260822_112530_019_milestone4,milestone4,1787423139.005880356,TAKEOFF,1,1,1,1,0,0,1,1,0,0,0.000000,0.000000,0.399651,0.399651
tracking_cdrone3_20260822_112530_019_milestone4,milestone4,1787423139.106074095,TAKEOFF,1,1,1,1,0,0,1,1,0,0,0.000000,0.000000,0.399651,0.399651
tracking_cdrone3_20260822_112530_019_milestone4,milestone4,1787423139.205871105,TAKEOFF,1,1,1,1,0,0,1,1,0,0,0.000000,0.000000,0.399651,0.399651
tracking_cdrone3_20260822_112530_019_milestone4,milestone4,1787423139.305903435,TAKEOFF,1,1,1,1,0,0,1,1,0,0,0.000000,0.000000,0.399651,0.399651
tracking_cdrone3_20260822_112530_019_milestone4,milestone4,1787423139.405918837,TAKEOFF,1,1,1,1,0,0,1,1,0,0,0.000000,0.000000,0.399651,0.399651
tracking_cdrone3_20260822_112530_019_milestone4,milestone4,1787423139.505927086,TAKEOFF,1,1,1,1,0,0,1,1,0,0,0.000000,0.000000,0.399651,0.399651
tracking_cdrone3_20260822_112530_019_milestone4,milestone4,1787423139.605944633,TAKEOFF,1,1,1,1,0,0,1,1,0,0,0.000000,0.000000,0.399651,0.399651
