run_id,experiment_tag,timestamp_s,sample_kind,track_id,detector_track_id,source,source_label,x_m,y_m,z_m,vx_mps,vy_mps,vz_mps,confidence,distance_m,bbox_area_px,inbound,last_observed_age_s,prediction_horizon_s,position_uncertainty_m,velocity_uncertainty_mps
tracking_cdrone3_20260822_205732_073_milestone4,milestone4,1787457452.151232719,target_map,78,472,0,detected,1.836900,-1.842723,0.086559,-0.521590,0.185421,-0.051901,0.514964,13.774300,378.000,1,0.136827,0.000000,0.197889,0.384207
tracking_cdrone3_20260822_205732_073_milestone4,milestone4,1787457452.178457260,raw,472,472,0,detected,2.187984,-1.915745,0.100837,1.680949,-0.286358,0.043128,0.459961,14.057327,378.000,0,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_205732_073_milestone4,milestone4,1787457452.250977993,target_map,78,472,0,detected,2.236039,-1.920904,0.100863,0.689806,-0.074057,0.000365,0.451950,14.057327,378.000,0,0.069664,0.000000,0.174382,0.367416
tracking_cdrone3_20260822_205732_073_milestone4,milestone4,1787457452.351516962,target_map,78,472,0,detected,2.305396,-1.928350,0.100899,0.689806,-0.074057,0.000365,0.440388,14.057327,378.000,0,0.170210,0.000000,0.209574,0.392553
tracking_cdrone3_20260822_205732_073_milestone4,milestone4,1787457452.361321449,raw,472,472,0,detected,1.834958,-1.875570,0.112619,-1.931242,0.219779,0.064450,0.459961,13.702065,378.000,1,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_205732_073_milestone4,milestone4,1787457452.451738834,target_map,78,472,0,detected,1.779028,-1.869056,0.115268,-0.751770,0.087552,0.035612,0.451406,13.702065,378.000,1,0.074398,0.000000,0.176039,0.368600
tracking_cdrone3_20260822_205732_073_milestone4,milestone4,1787457452.501514435,raw,472,472,0,detected,1.802599,-1.841125,0.090115,-0.230754,0.245633,-0.160479,0.459961,13.666498,378.000,1,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_205732_073_milestone4,milestone4,1787457452.550897360,target_map,78,472,0,detected,1.781145,-1.833078,0.086783,-0.465211,0.174497,-0.072238,0.454658,13.666498,378.000,1,0.046117,0.000000,0.166141,0.361529
tracking_cdrone3_20260822_205732_073_milestone4,milestone4,1787457452.626841307,raw,472,472,0,detected,2.198307,-1.910169,0.117302,3.158386,-0.551087,0.217002,0.402588,14.067001,387.000,0,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_205732_073_milestone4,milestone4,1787457452.650750875,target_map,78,472,0,detected,2.223978,-1.913943,0.118762,1.527768,-0.224575,0.086844,0.400897,14.067001,387.000,0,0.016803,0.000000,0.155881,0.354201
tracking_cdrone3_20260822_205732_073_milestone4,milestone4,1787457452.751655340,target_map,78,472,0,detected,2.378130,-1.936603,0.127524,1.527768,-0.224575,0.086844,0.390741,14.067001,387.000,0,0.117703,0.000000,0.191196,0.379426
tracking_cdrone3_20260822_205732_073_milestone4,milestone4,1787457452.851468801,target_map,78,472,0,detected,2.530636,-1.959020,0.136193,1.527768,-0.224575,0.086844,0.380695,14.067001,387.000,0,0.217526,0.000000,0.226134,0.404381
tracking_cdrone3_20260822_205732_073_milestone4,milestone4,1787457452.858334541,raw,472,472,0,detected,2.100453,-1.907506,0.098317,-0.422726,0.011508,-0.082015,0.471436,13.969420,378.000,1,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_205732_073_milestone4,milestone4,1787457452.950885773,target_map,78,472,0,detected,2.137384,-1.915194,0.097828,0.454996,-0.094729,-0.006029,0.461869,13.969420,378.000,1,0.081167,0.000000,0.178409,0.370292
tracking_cdrone3_20260822_205732_073_milestone4,milestone4,1787457453.051764965,target_map,78,472,0,detected,2.183279,-1.924750,0.097220,0.454996,-0.094729,-0.006029,0.449981,13.969420,378.000,1,0.182037,0.000000,0.213713,0.395509
tracking_cdrone3_20260822_205732_073_milestone4,milestone4,1787457453.122501612,raw,472,472,0,detected,2.165790,-1.918812,0.101033,0.247330,-0.042802,0.010283,0.471436,14.035529,378.000,0,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_205732_073_milestone4,milestone4,1787457453.150925875,target_map,78,472,0,detected,2.173172,-1.920246,0.101097,0.340780,-0.066169,0.002943,0.468883,14.035529,378.000,0,0.021660,0.000000,0.157581,0.355415
tracking_cdrone3_20260822_205732_073_milestone4,milestone4,1787457453.252403259,target_map,78,472,0,detected,2.207755,-1.926961,0.101396,0.340780,-0.066169,0.002943,0.456922,14.035529,378.000,0,0.123143,0.000000,0.193100,0.380786
tracking_cdrone3_20260822_205732_073_milestone4,milestone4,1787457453.350960493,target_map,78,472,0,detected,2.241340,-1.933482,0.101686,0.340780,-0.066169,0.002943,0.445307,14.035529,378.000,0,0.221695,0.000000,0.227593,0.405424
tracking_cdrone3_20260822_205732_073_milestone4,milestone4,1787457453.367192030,raw,472,472,0,detected,3.477356,-2.197927,0.116548,5.360209,-1.140709,0.063406,0.457031,15.369095,387.000,0,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_205732_073_milestone4,milestone4,1787457453.450978756,target_map,78,472,0,detected,3.715767,-2.248444,0.119331,3.101466,-0.657166,0.036197,0.448248,15.369095,387.000,0,0.076870,0.000000,0.176905,0.369218
tracking_cdrone3_20260822_205732_073_milestone4,milestone4,1787457453.550964832,target_map,78,472,0,detected,4.025877,-2.314153,0.122950,3.101466,-0.657166,0.036197,0.436824,15.369095,387.000,0,0.176859,0.000000,0.211901,0.394215
tracking_cdrone3_20260822_205732_073_milestone4,milestone4,1787457453.609337330,raw,472,472,0,detected,4.396819,-2.441959,0.132912,3.797014,-1.007753,0.067576,0.448242,16.310352,378.000,0,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_205732_073_milestone4,milestone4,1787457453.651324511,target_map,78,472,0,detected,4.532953,-2.475171,0.135001,3.484018,-0.849989,0.053456,0.443864,16.310352,378.000,0,0.039074,0.000000,0.163676,0.359768
tracking_cdrone3_20260822_205732_073_milestone4,milestone4,1787457453.750952721,target_map,78,472,0,detected,4.880277,-2.559907,0.140330,3.484018,-0.849989,0.053456,0.432692,16.310352,378.000,0,0.138764,0.000000,0.198568,0.384691
tracking_cdrone3_20260822_205732_073_milestone4,milestone4,1787457453.851094246,target_map,78,472,0,detected,5.229173,-2.645027,0.145683,3.484018,-0.849989,0.053456,0.421470,16.310352,378.000,0,0.238906,0.000000,0.233617,0.409727
tracking_cdrone3_20260822_205732_073_milestone4,milestone4,1787457453.874258995,raw,472,472,0,detected,3.895361,-2.343513,0.118275,-1.892792,0.371590,-0.055250,0.480225,15.800783,378.000,1,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_205732_073_milestone4,milestone4,1787457453.951191664,target_map,78,472,0,detected,3.934463,-2.356735,0.117805,0.526772,-0.178120,-0.006332,0.471313,15.800783,378.000,1,0.074229,0.000000,0.175980,0.368557
tracking_cdrone3_20260822_205732_073_milestone4,milestone4,1787457454.051213503,target_map,78,472,0,detected,3.987154,-2.374552,0.117171,0.526772,-0.178120,-0.006332,0.459304,15.800783,378.000,1,0.174255,0.000000,0.210989,0.393564
tracking_cdrone3_20260822_205732_073_milestone4,milestone4,1787457454.107084036,raw,472,472,0,detected,4.368738,-2.443196,0.118501,2.033213,-0.428147,0.000971,0.480225,16.282555,378.000,0,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_205732_073_milestone4,milestone4,1787457454.152202845,target_map,78,472,0,detected,4.426216,-2.456581,0.118402,1.355315,-0.315635,-0.002316,0.475133,16.282555,378.000,0,0.042409,0.000000,0.164843,0.360602
tracking_cdrone3_20260822_205732_073_milestone4,milestone4,1787457454.250941515,target_map,78,472,0,detected,4.560041,-2.487748,0.118174,1.355315,-0.315635,-0.002316,0.463279,16.282555,378.000,0,0.141150,0.000000,0.199403,0.385288
tracking_cdrone3_20260822_205732_073_milestone4,milestone4,1787457454.351001740,target_map,78,472,0,detected,4.695638,-2.519326,0.117942,1.355315,-0.315635,-0.002316,0.451267,16.282555,378.000,0,0.241198,0.000000,0.234419,0.410300
tracking_cdrone3_20260822_205732_073_milestone4,milestone4,1787457454.358539104,raw,472,472,0,detected,5.629264,-3.352621,0.210170,5.012871,-3.616610,0.364552,0.472656,17.658064,358.750,0,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_205732_073_milestone4,milestone4,1787457454.451001644,target_map,78,472,0,detected,5.932393,-3.544490,0.228128,3.366971,-2.131171,0.199461,0.462018,17.658064,358.750,0,0.090030,0.000000,0.181510,0.372507
tracking_cdrone3_20260822_205732_073_milestone4,milestone4,1787457454.551135778,target_map,78,472,0,detected,6.269552,-3.757900,0.248101,3.366971,-2.131171,0.199461,0.450185,17.658064,358.750,0,0.190167,0.000000,0.216559,0.397542
tracking_cdrone3_20260822_205732_073_milestone4,milestone4,1787457454.563412666,raw,472,472,0,detected,-2.396421,-0.689253,0.012518,-39.172935,12.999755,-0.964728,0.472656,9.405441,358.750,1,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_205732_073_milestone4,milestone4,1787457454.651784658,target_map,78,472,0,detected,-2.624647,-0.652662,0.011398,-2.659777,0.426441,-0.013060,0.462517,9.405441,358.750,1,0.085806,0.000000,0.180032,0.371452
tracking_cdrone3_20260822_205732_073_milestone4,milestone4,1787457454.750956297,target_map,78,472,0,detected,-2.888374,-0.610378,0.010103,-2.659777,0.426441,-0.013060,0.450801,9.405441,358.750,1,0.184960,0.000000,0.214736,0.396240
tracking_cdrone3_20260822_205732_073_milestone4,milestone4,1787457454.796172619,raw,472,472,0,detected,0.438567,-1.477824,0.073921,12.180577,-3.388110,0.263820,0.472656,12.275913,358.750,0,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_205732_073_milestone4,milestone4,1787457454.850981236,target_map,78,472,0,detected,0.596653,-1.529128,0.078387,3.041242,-0.986969,0.085917,0.466514,12.275913,358.750,0,0.051981,0.000000,0.168193,0.362995
tracking_cdrone3_20260822_205732_073_milestone4,milestone4,1787457454.950958014,target_map,78,472,0,detected,0.900720,-1.627806,0.086978,3.041242,-0.986969,0.085917,0.454700,12.275913,358.750,0,0.151962,0.000000,0.203187,0.387991
tracking_cdrone3_20260822_205732_073_milestone4,milestone4,1787457455.041962624,raw,472,472,0,detected,1.975492,-1.797228,0.096190,6.253297,-1.299562,0.090605,0.430176,13.834484,358.750,0,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_205732_073_milestone4,milestone4,1787457455.050934792,target_map,78,472,0,detected,2.006971,-1.804816,0.096769,4.807872,-1.158895,0.088495,0.429472,13.834484,358.750,0,0.006547,0.000000,0.152292,0.351637
tracking_cdrone3_20260822_205732_073_milestone4,milestone4,1787457455.151041269,target_map,78,472,0,detected,2.488169,-1.920805,0.105627,4.807872,-1.158895,0.088495,0.418708,13.834484,358.750,0,0.106633,0.000000,0.187322,0.376658
tracking_cdrone3_20260822_205732_073_milestone4,milestone4,1787457455.251062870,target_map,78,472,0,detected,2.969041,-2.036715,0.114478,4.807872,-1.158895,0.088495,0.407952,13.834484,358.750,0,0.206650,0.000000,0.222328,0.401663
tracking_cdrone3_20260822_205732_073_milestone4,milestone4,1787457455.273363352,raw,472,472,0,detected,2.113873,-1.924361,0.099328,0.597972,-0.549366,0.013562,0.410156,13.984454,367.500,0,0.000000,0.000000,0.000000,0.000000
