run_id,experiment_tag,duration_s,frame_count,raw_track_frame_count,target_map_track_frame_count,target_map_predicted_frame_count,raw_visual_track_coverage_ratio,target_map_coverage_ratio,predicted_coverage_ratio,predicted_coverage_during_raw_dropout_ratio,longest_raw_dropout_s,longest_no_track_gap_s,longest_target_map_bridge_s,raw_id_switch_count,target_map_id_switch_count,raw_reacquisition_count,target_map_same_id_reacquisition_count,target_map_same_id_reacquisition_ratio,reacquisition_residual_count,reacquisition_residual_median_m,reacquisition_residual_p90_m,uncertainty_calibration_ratio,simulated_dropout_count,simulated_dropout_error_median_m,simulated_dropout_error_p90_m,cleaned_path_point_count,cleaned_path_source_kind,cleaned_path_track_id
tracking_cdrone3_20260822_220341_566_milestone4,milestone4,94.596391,947,860,869,152,0.908131,0.917635,0.160507,0.103448,0.599974,7.796677,0.599974,19,21,1,1,1.000000,1,5.173558,5.173558,0.000000,216,0.100214,0.212646,536,target_map,6
