run_id,experiment_tag,timestamp_s,sample_kind,track_id,source,source_label,x_m,y_m,z_m,cleaned_x_m,cleaned_y_m,cleaned_z_m,confidence,position_uncertainty_m
tracking_cdrone3_20260822_220341_566_milestone4,milestone4,0.000000000,target_map,6,0,detected,0.554243,2.129180,0.040985,0.554243,2.129180,0.040985,0.498032,0.152782
tracking_cdrone3_20260822_220341_566_milestone4,milestone4,0.100492239,target_map,6,0,detected,0.554243,2.129180,0.040985,0.590524,2.145499,0.041414,0.485496,0.187952
tracking_cdrone3_20260822_220341_566_milestone4,milestone4,0.199735403,target_map,6,0,detected,0.554243,2.129180,0.040985,0.617833,2.157784,0.041737,0.473113,0.222691
tracking_cdrone3_20260822_220341_566_milestone4,milestone4,0.299947977,target_map,6,0,detected,0.699366,2.194458,0.042701,0.657899,2.175806,0.042211,0.494166,0.163629
tracking_cdrone3_20260822_220341_566_milestone4,milestone4,0.400394201,target_map,6,0,detected,0.727072,2.206921,0.043029,0.675606,2.189914,0.049256,0.481635,0.198783
tracking_cdrone3_20260822_220341_566_milestone4,milestone4,0.500099897,target_map,6,0,detected,0.754573,2.219291,0.043354,0.693840,2.205363,0.057535,0.469197,0.233678
tracking_cdrone3_20260822_220341_566_milestone4,milestone4,0.600041151,target_map,6,0,detected,0.642777,2.199720,0.076209,0.682451,2.205291,0.058638,0.467643,0.174087
tracking_cdrone3_20260822_220341_566_milestone4,milestone4,0.700012207,target_map,6,0,detected,0.645413,2.206425,0.082381,0.665812,2.203273,0.059243,0.455751,0.209077
tracking_cdrone3_20260822_220341_566_milestone4,milestone4,0.800188780,target_map,6,0,detected,0.642422,2.194098,0.048217,0.643964,2.199329,0.059351,0.474363,0.154317
tracking_cdrone3_20260822_220341_566_milestone4,milestone4,0.900137901,target_map,6,0,detected,0.643877,2.196832,0.046055,0.618213,2.202988,0.053918,0.462474,0.189295
tracking_cdrone3_20260822_220341_566_milestone4,milestone4,1.000132322,target_map,6,0,detected,0.645333,2.199568,0.043891,0.587332,2.206432,0.047089,0.450579,0.224295
tracking_cdrone3_20260822_220341_566_milestone4,milestone4,1.100074053,target_map,6,0,detected,0.514020,2.218016,0.049047,0.552441,2.213467,0.046930,0.403741,0.161150
tracking_cdrone3_20260822_220341_566_milestone4,milestone4,1.199973106,target_map,6,0,detected,0.491008,2.223643,0.048235,0.520834,2.212589,0.043746,0.393577,0.196114
tracking_cdrone3_20260822_220341_566_milestone4,milestone4,1.300004721,target_map,6,0,detected,0.467968,2.229277,0.047422,0.485831,2.210722,0.040222,0.383400,0.231121
tracking_cdrone3_20260822_220341_566_milestone4,milestone4,1.400024891,target_map,6,0,detected,0.485842,2.192441,0.030134,0.485444,2.205908,0.039821,0.502305,0.175754
tracking_cdrone3_20260822_220341_566_milestone4,milestone4,1.500020742,target_map,6,0,detected,0.470320,2.190232,0.026272,0.488878,2.199767,0.039811,0.489515,0.210748
tracking_cdrone3_20260822_220341_566_milestone4,milestone4,1.599928141,target_map,6,0,detected,0.512082,2.193948,0.047043,0.496136,2.192297,0.040192,0.630634,0.151583
tracking_cdrone3_20260822_220341_566_milestone4,milestone4,1.699853420,target_map,6,0,detected,0.508177,2.192939,0.048183,0.521363,2.193466,0.047752,0.614861,0.186558
tracking_cdrone3_20260822_220341_566_milestone4,milestone4,1.800194740,target_map,6,0,detected,0.504258,2.191926,0.049327,0.553214,2.195158,0.056985,0.599027,0.221670
tracking_cdrone3_20260822_220341_566_milestone4,milestone4,1.899954081,target_map,6,0,detected,0.611980,2.198284,0.067937,0.580225,2.196190,0.062962,0.527974,0.166264
tracking_cdrone3_20260822_220341_566_milestone4,milestone4,2.000356197,target_map,6,0,detected,0.629574,2.198696,0.072437,0.599163,2.199601,0.057520,0.514603,0.201307
tracking_cdrone3_20260822_220341_566_milestone4,milestone4,2.100029945,target_map,6,0,detected,0.647137,2.199107,0.076929,0.620189,2.203679,0.050555,0.501255,0.236289
tracking_cdrone3_20260822_220341_566_milestone4,milestone4,2.200016737,target_map,6,0,detected,0.602865,2.209990,0.020972,0.620967,2.206947,0.038582,0.572398,0.180068
tracking_cdrone3_20260822_220341_566_milestone4,milestone4,2.300430298,target_map,6,0,detected,0.609392,2.212317,0.014499,0.611762,2.205885,0.035630,0.557714,0.215210
tracking_cdrone3_20260822_220341_566_milestone4,milestone4,2.400083780,target_map,6,2,predicted,0.615870,2.214627,0.008075,0.599122,2.204459,0.032260,0.543141,0.250089
tracking_cdrone3_20260822_220341_566_milestone4,milestone4,2.500021935,target_map,6,0,detected,0.583547,2.193383,0.057675,0.593691,2.201686,0.034664,0.690676,0.176694
tracking_cdrone3_20260822_220341_566_milestone4,milestone4,2.600149155,target_map,6,0,detected,0.583936,2.191976,0.060079,0.586682,2.198397,0.037635,0.673053,0.211735
tracking_cdrone3_20260822_220341_566_milestone4,milestone4,2.700018644,target_map,6,0,detected,0.575712,2.196126,0.032991,0.578102,2.194596,0.041163,0.785843,0.160870
tracking_cdrone3_20260822_220341_566_milestone4,milestone4,2.799912453,target_map,6,0,detected,0.574344,2.195874,0.029355,0.582801,2.195109,0.035913,0.766064,0.195832
tracking_cdrone3_20260822_220341_566_milestone4,milestone4,2.899973392,target_map,6,0,detected,0.572973,2.195622,0.025714,0.588493,2.195875,0.029809,0.746250,0.230858
tracking_cdrone3_20260822_220341_566_milestone4,milestone4,3.000009537,target_map,6,0,detected,0.607038,2.195948,0.031428,0.597283,2.195018,0.032241,0.683575,0.182278
tracking_cdrone3_20260822_220341_566_milestone4,milestone4,3.100734234,target_map,6,0,detected,0.612396,2.195805,0.029555,0.607514,2.194025,0.035738,0.665958,0.217527
tracking_cdrone3_20260822_220341_566_milestone4,milestone4,3.200022936,target_map,6,0,detected,0.619664,2.191842,0.045152,0.612108,2.194979,0.043617,0.747285,0.161395
tracking_cdrone3_20260822_220341_566_milestone4,milestone4,3.299960375,target_map,6,0,detected,0.625501,2.190911,0.046840,0.609414,2.196160,0.051440,0.728461,0.196374
tracking_cdrone3_20260822_220341_566_milestone4,milestone4,3.399989843,target_map,6,0,detected,0.595941,2.200388,0.065110,0.605174,2.197662,0.060723,0.750719,0.151389
tracking_cdrone3_20260822_220341_566_milestone4,milestone4,3.500095606,target_map,6,0,detected,0.593568,2.201853,0.070544,0.598161,2.197965,0.067522,0.731912,0.186427
tracking_cdrone3_20260822_220341_566_milestone4,milestone4,3.600068569,target_map,6,0,detected,0.591199,2.203317,0.075971,0.589338,2.198304,0.074988,0.713131,0.221417
tracking_cdrone3_20260822_220341_566_milestone4,milestone4,3.699935436,target_map,6,0,detected,0.584597,2.193357,0.079143,0.590942,2.201045,0.072940,0.762876,0.164745
tracking_cdrone3_20260822_220341_566_milestone4,milestone4,3.800321579,target_map,6,0,detected,0.581385,2.192606,0.084171,0.593585,2.204383,0.069203,0.743531,0.199872
tracking_cdrone3_20260822_220341_566_milestone4,milestone4,3.899781704,target_map,6,0,detected,0.603959,2.214090,0.054872,0.597267,2.208318,0.063780,0.717371,0.155527
tracking_cdrone3_20260822_220341_566_milestone4,milestone4,4.000025749,target_map,6,0,detected,0.606787,2.218546,0.051859,0.600358,2.205663,0.046376,0.699323,0.190611
tracking_cdrone3_20260822_220341_566_milestone4,milestone4,4.099993229,target_map,6,0,detected,0.609608,2.222990,0.048854,0.604206,2.202331,0.025428,0.681324,0.225599
tracking_cdrone3_20260822_220341_566_milestone4,milestone4,4.199987173,target_map,6,0,detected,0.600053,2.180082,-0.007876,0.603657,2.193848,0.007714,0.800898,0.160808
tracking_cdrone3_20260822_220341_566_milestone4,milestone4,4.299688578,target_map,6,0,detected,0.600623,2.175949,-0.020567,0.605014,2.189765,0.010590,0.780779,0.195704
tracking_cdrone3_20260822_220341_566_milestone4,milestone4,4.402855396,target_map,6,0,detected,0.601213,2.171674,-0.033697,0.606364,2.185109,0.015741,0.759966,0.231806
tracking_cdrone3_20260822_220341_566_milestone4,milestone4,4.500036478,target_map,6,0,detected,0.613570,2.198130,0.066238,0.610183,2.189351,0.033908,0.711767,0.179431
tracking_cdrone3_20260822_220341_566_milestone4,milestone4,4.600091219,target_map,6,0,detected,0.616362,2.199712,0.074608,0.614192,2.186180,0.050075,0.693582,0.214448
tracking_cdrone3_20260822_220341_566_milestone4,milestone4,4.699886560,target_map,6,2,predicted,0.619146,2.201289,0.082957,0.618606,2.182786,0.069543,0.675441,0.249380
tracking_cdrone3_20260822_220341_566_milestone4,milestone4,4.799929857,target_map,6,0,detected,0.620671,2.160094,0.060272,0.617467,2.186245,0.063101,0.720928,0.182002
tracking_cdrone3_20260822_220341_566_milestone4,milestone4,4.899749994,target_map,6,0,detected,0.623279,2.154706,0.063642,0.615591,2.190870,0.054379,0.702515,0.216943
tracking_cdrone3_20260822_220341_566_milestone4,milestone4,4.999961853,target_map,6,0,detected,0.607879,2.215426,0.034025,0.612978,2.196670,0.043378,0.716056,0.160909
tracking_cdrone3_20260822_220341_566_milestone4,milestone4,5.099703789,target_map,6,0,detected,0.606982,2.222838,0.030997,0.608482,2.208651,0.041524,0.698060,0.195821
tracking_cdrone3_20260822_220341_566_milestone4,milestone4,5.199974060,target_map,6,0,detected,0.606079,2.230288,0.027953,0.603033,2.222562,0.039327,0.679970,0.230913
tracking_cdrone3_20260822_220341_566_milestone4,milestone4,5.299993038,target_map,6,0,detected,0.598193,2.219999,0.051001,0.599584,2.221548,0.039405,0.746159,0.168859
tracking_cdrone3_20260822_220341_566_milestone4,milestone4,5.400014400,target_map,6,0,detected,0.596031,2.224261,0.052657,0.595752,2.219117,0.039569,0.727249,0.203862
tracking_cdrone3_20260822_220341_566_milestone4,milestone4,5.501134872,target_map,6,0,detected,0.590635,2.210353,0.034416,0.591531,2.215264,0.039816,0.773236,0.150365
tracking_cdrone3_20260822_220341_566_milestone4,milestone4,5.600108624,target_map,6,0,detected,0.587820,2.210685,0.031818,0.587940,2.216580,0.029743,0.754104,0.184996
tracking_cdrone3_20260822_220341_566_milestone4,milestone4,5.700169086,target_map,6,0,detected,0.584975,2.211020,0.029190,0.584136,2.217716,0.017783,0.734758,0.220014
tracking_cdrone3_20260822_220341_566_milestone4,milestone4,5.799713373,target_map,6,0,detected,0.580241,2.226582,0.000635,0.580769,2.222300,0.007924,0.739640,0.166637
tracking_cdrone3_20260822_220341_566_milestone4,milestone4,5.900048018,target_map,6,0,detected,0.577011,2.229938,-0.007142,0.587215,2.225908,0.031737,0.720867,0.201749
tracking_cdrone3_20260822_220341_566_milestone4,milestone4,5.999889851,target_map,6,0,detected,0.573796,2.233277,-0.014883,0.595391,2.229836,0.060861,0.702181,0.236696
tracking_cdrone3_20260822_220341_566_milestone4,milestone4,6.099669933,target_map,6,0,detected,0.620052,2.228723,0.150886,0.596044,2.225962,0.070433,0.703764,0.181978
tracking_cdrone3_20260822_220341_566_milestone4,milestone4,6.199934244,target_map,6,0,detected,0.625852,2.230663,0.174810,0.596560,2.220781,0.080267,0.685712,0.217069
tracking_cdrone3_20260822_220341_566_milestone4,milestone4,6.300083876,target_map,6,0,detected,0.583511,2.207211,0.048494,0.601926,2.218086,0.094780,0.701861,0.166924
tracking_cdrone3_20260822_220341_566_milestone4,milestone4,6.400369644,target_map,6,0,detected,0.579588,2.204033,0.042026,0.598380,2.216518,0.075834,0.684049,0.202024
tracking_cdrone3_20260822_220341_566_milestone4,milestone4,6.499871969,target_map,6,0,detected,0.600628,2.219801,0.057682,0.594012,2.214778,0.051800,0.730638,0.150610
tracking_cdrone3_20260822_220341_566_milestone4,milestone4,6.600205660,target_map,6,0,detected,0.602322,2.220884,0.056157,0.598089,2.212893,0.048274,0.712306,0.185722
tracking_cdrone3_20260822_220341_566_milestone4,milestone4,6.700200796,target_map,6,0,detected,0.604010,2.221963,0.054638,0.603214,2.210867,0.044870,0.694035,0.220717
tracking_cdrone3_20260822_220341_566_milestone4,milestone4,6.800225735,target_map,6,0,detected,0.603899,2.197786,0.030868,0.602054,2.208766,0.039532,0.723267,0.171175
tracking_cdrone3_20260822_220341_566_milestone4,milestone4,6.899883270,target_map,6,0,detected,0.605213,2.193902,0.025007,0.600298,2.206523,0.033844,0.704971,0.206055
tracking_cdrone3_20260822_220341_566_milestone4,milestone4,7.000917435,target_map,6,0,detected,0.594826,2.209294,0.030990,0.600876,2.203900,0.034356,0.715430,0.156467
tracking_cdrone3_20260822_220341_566_milestone4,milestone4,7.099846840,target_map,6,0,detected,0.593544,2.209670,0.027715,0.601951,2.206126,0.040606,0.697653,0.191092
tracking_cdrone3_20260822_220341_566_milestone4,milestone4,7.201008558,target_map,6,0,detected,0.606899,2.208848,0.057199,0.603245,2.209144,0.049027,0.756819,0.155430
tracking_cdrone3_20260822_220341_566_milestone4,milestone4,7.299795866,target_map,6,0,detected,0.609274,2.208918,0.062120,0.606302,2.209838,0.053279,0.738056,0.190003
tracking_cdrone3_20260822_220341_566_milestone4,milestone4,7.399947166,target_map,6,0,detected,0.611682,2.208989,0.067109,0.609943,2.210615,0.058413,0.719033,0.225056
tracking_cdrone3_20260822_220341_566_milestone4,milestone4,7.500021935,target_map,6,0,detected,0.610111,2.212765,0.052250,0.605783,2.211111,0.055973,0.724259,0.173861
tracking_cdrone3_20260822_220341_566_milestone4,milestone4,7.600197554,target_map,6,0,detected,0.611749,2.213557,0.053385,0.600345,2.211625,0.052381,0.705808,0.208919
tracking_cdrone3_20260822_220341_566_milestone4,milestone4,7.699971676,target_map,6,0,detected,0.586097,2.211326,0.044999,0.593622,2.212158,0.047624,0.705118,0.152824
tracking_cdrone3_20260822_220341_566_milestone4,milestone4,7.799973965,target_map,6,0,detected,0.582085,2.211490,0.044161,0.586429,2.212172,0.045322,0.687455,0.187822
tracking_cdrone3_20260822_220341_566_milestone4,milestone4,7.900119543,target_map,6,0,detected,0.578068,2.211654,0.043322,0.578108,2.212097,0.042559,0.669766,0.222872
tracking_cdrone3_20260822_220341_566_milestone4,milestone4,8.000020504,target_map,6,0,detected,0.574146,2.212830,0.040741,0.574110,2.212541,0.041237,0.693795,0.163763
tracking_cdrone3_20260822_220341_566_milestone4,milestone4,8.100051403,target_map,6,0,detected,0.570143,2.213186,0.039570,0.570555,2.209986,0.036656,0.676274,0.198771
tracking_cdrone3_20260822_220341_566_milestone4,milestone4,8.200809240,target_map,6,0,detected,0.566109,2.213545,0.038390,0.567077,2.206900,0.031408,0.658622,0.234041
