run_id,experiment_tag,timestamp_s,sample_kind,track_id,detector_track_id,source,source_label,x_m,y_m,z_m,vx_mps,vy_mps,vz_mps,confidence,distance_m,bbox_area_px,inbound,last_observed_age_s,prediction_horizon_s,position_uncertainty_m,velocity_uncertainty_mps
tracking_cdrone3_20260822_113025_547_milestone4,milestone4,1787423425.537913561,raw,1,1,0,detected,-2.195800,-0.751454,0.128574,0.019259,-0.005950,0.019655,0.835449,9.547829,1122.000,0,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_113025_547_milestone4,milestone4,1787423425.578452349,target_map,1,1,0,detected,-2.195217,-0.751524,0.128715,0.022358,-0.002685,0.005379,0.830006,9.547829,1122.000,0,0.026063,0.000000,0.159122,0.356516
tracking_cdrone3_20260822_113025_547_milestone4,milestone4,1787423425.678488731,target_map,1,1,0,detected,-2.192981,-0.751792,0.129253,0.022358,-0.002685,0.005379,0.809113,9.547829,1122.000,0,0.126095,0.000000,0.194133,0.381524
tracking_cdrone3_20260822_113025_547_milestone4,milestone4,1787423425.712805510,raw,1,1,0,detected,-2.188257,-0.751210,0.123925,0.043129,0.001397,-0.026583,0.835449,9.555375,1166.000,0,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_113025_547_milestone4,milestone4,1787423425.778801441,target_map,1,1,0,detected,-2.186124,-0.751237,0.123155,0.033782,-0.000440,-0.012200,0.822261,9.555375,1166.000,0,0.063141,0.000000,0.172099,0.365785
tracking_cdrone3_20260822_113025_547_milestone4,milestone4,1787423425.838768005,raw,1,1,0,detected,-2.191504,-0.746980,0.124587,-0.025776,0.033578,0.005253,0.840820,9.552020,1157.000,0,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_113025_547_milestone4,milestone4,1787423425.878542662,target_map,1,1,0,detected,-2.191466,-0.746300,0.124490,0.001025,0.018270,-0.002601,0.832995,9.552020,1157.000,0,0.037225,0.000000,0.163029,0.359306
tracking_cdrone3_20260822_113025_547_milestone4,milestone4,1787423425.954512596,raw,1,1,0,detected,-2.208901,-0.747137,0.130512,-0.150307,-0.001358,0.051190,0.839844,9.534681,1179.250,1,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_113025_547_milestone4,milestone4,1787423425.978419065,target_map,1,1,0,detected,-2.210646,-0.746979,0.131085,-0.082207,0.007475,0.026984,0.835387,9.534681,1179.250,1,0.021227,0.000000,0.157429,0.355307
tracking_cdrone3_20260822_113025_547_milestone4,milestone4,1787423426.077243328,raw,1,1,0,detected,-2.204458,-0.746802,0.131448,0.036190,0.002733,0.007626,0.810059,9.539111,1179.250,0,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_113025_547_milestone4,milestone4,1787423426.078773975,target_map,1,1,0,detected,-2.218895,-0.746229,0.133793,-0.082207,0.007475,0.026984,0.814317,9.534681,1179.250,1,0.121577,0.000000,0.192552,0.380394
tracking_cdrone3_20260822_113025_547_milestone4,milestone4,1787423426.178564548,target_map,1,1,0,detected,-2.206096,-0.746336,0.133014,-0.017089,0.004867,0.016337,0.790652,9.539111,1179.250,0,0.095829,0.000000,0.183540,0.373957
tracking_cdrone3_20260822_113025_547_milestone4,milestone4,1787423426.218774319,raw,1,1,0,detected,-2.196959,-0.749822,0.127835,0.052992,-0.021339,-0.025533,0.839844,9.546690,1144.000,0,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_113025_547_milestone4,milestone4,1787423426.280341625,target_map,1,1,0,detected,-2.195745,-0.750362,0.127456,0.021456,-0.009546,-0.006691,0.827964,9.546690,1144.000,0,0.056579,0.000000,0.169803,0.364145
tracking_cdrone3_20260822_113025_547_milestone4,milestone4,1787423426.379647493,target_map,1,1,0,detected,-2.193614,-0.751310,0.126792,0.021456,-0.009546,-0.006691,0.807115,9.546690,1144.000,0,0.155880,0.000000,0.204558,0.388970
tracking_cdrone3_20260822_113025_547_milestone4,milestone4,1787423426.440726280,raw,1,1,0,detected,-2.206957,-0.748187,0.130974,-0.045047,0.007364,0.014144,0.764648,9.536655,1157.000,0,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_113025_547_milestone4,milestone4,1787423426.478410006,target_map,1,1,0,detected,-2.207482,-0.748196,0.131139,-0.015121,-0.000246,0.004768,0.758007,9.536655,1157.000,0,0.034741,0.000000,0.162159,0.358685
tracking_cdrone3_20260822_113025_547_milestone4,milestone4,1787423426.578442097,target_map,1,1,0,detected,-2.208995,-0.748221,0.131616,-0.015121,-0.000246,0.004768,0.738886,9.536655,1157.000,0,0.134767,0.000000,0.197169,0.383692
tracking_cdrone3_20260822_113025_547_milestone4,milestone4,1787423426.645995140,raw,1,1,0,detected,-2.211739,-0.745969,0.126027,-0.023298,0.010809,-0.024100,0.843262,9.531813,1109.250,0,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_113025_547_milestone4,milestone4,1787423426.678533554,target_map,1,1,0,detected,-2.212326,-0.745794,0.125695,-0.019618,0.005834,-0.011110,0.836957,9.531813,1109.250,0,0.029906,0.000000,0.160467,0.357476
tracking_cdrone3_20260822_113025_547_milestone4,milestone4,1787423426.778551340,target_map,1,1,0,detected,-2.214288,-0.745211,0.124584,-0.019618,0.005834,-0.011110,0.815872,9.531813,1109.250,0,0.129925,0.000000,0.195474,0.382481
