run_id,experiment_tag,timestamp_s,sample_kind,track_id,source,source_label,x_m,y_m,z_m,cleaned_x_m,cleaned_y_m,cleaned_z_m,confidence,position_uncertainty_m
tracking_cdrone3_20260822_111710_460_milestone4,milestone4,0.000000000,target_map,5,0,detected,7.050725,-0.872056,0.414039,3.959349,-0.824579,0.287455,0.846774,0.172094
tracking_cdrone3_20260822_111710_460_milestone4,milestone4,0.098638535,target_map,5,0,detected,7.050725,-0.872056,0.414039,2.303017,-0.799140,0.219632,0.825557,0.206619
tracking_cdrone3_20260822_111710_460_milestone4,milestone4,0.197622299,target_map,5,0,detected,-2.223405,-0.729623,0.034286,1.221684,-0.782533,0.175354,0.848466,0.156689
tracking_cdrone3_20260822_111710_460_milestone4,milestone4,0.298315525,target_map,5,0,detected,-2.665979,-0.722826,0.016164,-1.968949,-0.720323,0.097072,0.827007,0.191927
tracking_cdrone3_20260822_111710_460_milestone4,milestone4,0.397883415,target_map,5,0,detected,-3.103647,-0.716104,-0.001757,-5.287075,-0.655276,0.017055,0.805787,0.226775
tracking_cdrone3_20260822_111710_460_milestone4,milestone4,0.498031139,target_map,5,0,detected,-8.902442,-0.561006,0.022626,-6.553692,-0.624654,0.012727,0.839814,0.177968
tracking_cdrone3_20260822_111710_460_milestone4,milestone4,0.597986937,target_map,5,0,detected,-9.539902,-0.546819,0.013954,-7.789555,-0.594430,0.010631,0.818398,0.212957
tracking_cdrone3_20260822_111710_460_milestone4,milestone4,0.699630737,target_map,5,0,detected,-8.556493,-0.576516,0.012648,-8.865217,-0.567245,0.009887,0.846151,0.166039
tracking_cdrone3_20260822_111710_460_milestone4,milestone4,0.797976017,target_map,5,0,detected,-8.845290,-0.571704,0.005683,-8.809109,-0.570727,0.002664,0.825109,0.200454
tracking_cdrone3_20260822_111710_460_milestone4,milestone4,0.898003340,target_map,5,0,detected,-8.481959,-0.580182,-0.005475,-8.653601,-0.576692,-0.004433,0.849532,0.156534
tracking_cdrone3_20260822_111710_460_milestone4,milestone4,0.997640133,target_map,5,0,detected,-8.621903,-0.578415,-0.013490,-8.647891,-0.576416,-0.009782,0.828269,0.191411
tracking_cdrone3_20260822_111710_460_milestone4,milestone4,1.097661018,target_map,5,0,detected,-8.762360,-0.576642,-0.021533,-8.597841,-0.576757,-0.014740,0.806928,0.226416
tracking_cdrone3_20260822_111710_460_milestone4,milestone4,1.198458910,target_map,5,0,detected,-8.527944,-0.575134,-0.014094,-8.597413,-0.576725,-0.013185,0.838703,0.178220
tracking_cdrone3_20260822_111710_460_milestone4,milestone4,1.298072815,target_map,5,0,detected,-8.595041,-0.573412,-0.019108,-8.574645,-0.577052,-0.009925,0.817392,0.213077
tracking_cdrone3_20260822_111710_460_milestone4,milestone4,1.400114775,target_map,5,0,detected,-8.479819,-0.580023,0.002300,-8.514305,-0.577146,-0.004350,0.830460,0.165643
tracking_cdrone3_20260822_111710_460_milestone4,milestone4,1.497712612,target_map,5,0,detected,-8.508060,-0.580047,0.002812,-8.503009,-0.577408,-0.000019,0.809858,0.199985
tracking_cdrone3_20260822_111710_460_milestone4,milestone4,1.598176479,target_map,5,0,detected,-8.460658,-0.577111,0.006339,-8.480456,-0.577880,0.005559,0.847859,0.157685
tracking_cdrone3_20260822_111710_460_milestone4,milestone4,1.698123932,target_map,5,0,detected,-8.471466,-0.576443,0.007561,-8.474818,-0.576642,0.006925,0.826556,0.192668
tracking_cdrone3_20260822_111710_460_milestone4,milestone4,1.798117399,target_map,5,0,detected,-8.482278,-0.575775,0.008783,-8.464092,-0.575214,0.008402,0.805245,0.227664
tracking_cdrone3_20260822_111710_460_milestone4,milestone4,1.898157597,target_map,5,0,detected,-8.451627,-0.573832,0.009132,-8.460820,-0.576665,0.010271,0.830894,0.177685
tracking_cdrone3_20260822_111710_460_milestone4,milestone4,1.998097181,target_map,5,0,detected,-8.454430,-0.572907,0.010196,-8.455379,-0.578611,0.012304,0.809717,0.212661
tracking_cdrone3_20260822_111710_460_milestone4,milestone4,2.097953081,target_map,5,0,detected,-8.444301,-0.584367,0.015684,-8.446239,-0.578651,0.013573,0.844893,0.172810
tracking_cdrone3_20260822_111710_460_milestone4,milestone4,2.198095798,target_map,5,0,detected,-8.444258,-0.586170,0.017725,-8.442902,-0.578930,0.014977,0.823391,0.207859
tracking_cdrone3_20260822_111710_460_milestone4,milestone4,2.299848557,target_map,5,0,detected,-8.436581,-0.575978,0.015129,-8.438666,-0.579240,0.016379,0.847733,0.157094
tracking_cdrone3_20260822_111710_460_milestone4,milestone4,2.397935152,target_map,5,0,detected,-8.434941,-0.575228,0.016152,-8.436085,-0.576933,0.018218,0.826841,0.191423
tracking_cdrone3_20260822_111710_460_milestone4,milestone4,2.499161720,target_map,5,0,detected,-8.433249,-0.574455,0.017208,-8.433174,-0.574081,0.020100,0.805278,0.226852
tracking_cdrone3_20260822_111710_460_milestone4,milestone4,2.598018646,target_map,5,0,detected,-8.431397,-0.572831,0.024876,-8.432210,-0.573857,0.021567,0.838454,0.168382
tracking_cdrone3_20260822_111710_460_milestone4,milestone4,2.698460817,target_map,5,0,detected,-8.429700,-0.571912,0.027133,-8.431406,-0.573775,0.022965,0.817120,0.203536
tracking_cdrone3_20260822_111710_460_milestone4,milestone4,2.797959089,target_map,5,0,detected,-8.431761,-0.574859,0.022465,-8.430770,-0.573840,0.024290,0.846578,0.157396
tracking_cdrone3_20260822_111710_460_milestone4,milestone4,2.897609711,target_map,5,0,detected,-8.430921,-0.574820,0.023145,-8.430382,-0.573214,0.023569,0.825374,0.192276
tracking_cdrone3_20260822_111710_460_milestone4,milestone4,2.998145103,target_map,5,0,detected,-8.430073,-0.574780,0.023830,-8.430172,-0.572573,0.022411,0.803986,0.227459
tracking_cdrone3_20260822_111710_460_milestone4,milestone4,3.097917557,target_map,5,0,detected,-8.429456,-0.569699,0.021271,-8.429255,-0.571155,0.022951,0.848032,0.172393
tracking_cdrone3_20260822_111710_460_milestone4,milestone4,3.198317766,target_map,5,0,detected,-8.428652,-0.568708,0.021344,-8.428325,-0.569559,0.023524,0.826405,0.207525
tracking_cdrone3_20260822_111710_460_milestone4,milestone4,3.301597118,target_map,5,0,detected,-8.427175,-0.567770,0.025166,-8.427378,-0.567778,0.024134,0.828861,0.159414
tracking_cdrone3_20260822_111710_460_milestone4,milestone4,3.397783995,target_map,5,0,detected,-8.426272,-0.566840,0.026007,-8.426891,-0.567657,0.024920,0.808794,0.193081
tracking_cdrone3_20260822_111710_460_milestone4,milestone4,3.497899771,target_map,5,0,detected,-8.425334,-0.565872,0.026882,-8.426479,-0.567705,0.025768,0.787911,0.228118
tracking_cdrone3_20260822_111710_460_milestone4,milestone4,3.598031521,target_map,5,0,detected,-8.427024,-0.569099,0.025202,-8.426487,-0.567375,0.026272,0.834777,0.180737
