run_id,experiment_tag,timestamp_s,sample_kind,track_id,detector_track_id,source,source_label,x_m,y_m,z_m,vx_mps,vy_mps,vz_mps,confidence,distance_m,bbox_area_px,inbound,last_observed_age_s,prediction_horizon_s,position_uncertainty_m,velocity_uncertainty_mps
tracking_cdrone3_20260822_195142_952_milestone4,milestone4,1787453502.950889587,raw,1,1,0,detected,5.153217,3.354491,0.265134,-0.683165,-0.159002,-0.112734,0.585938,17.225365,396.000,1,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_195142_952_milestone4,milestone4,1787453503.005136728,target_map,1,1,0,detected,5.123250,3.347279,0.263375,-0.611197,-0.147113,-0.035869,0.578755,17.225365,396.000,1,0.049030,0.000000,0.167160,0.362257
tracking_cdrone3_20260822_195142_952_milestone4,milestone4,1787453503.072275400,raw,1,1,0,detected,5.522653,3.439900,0.268674,3.044318,0.703809,0.029176,0.593750,17.604555,437.500,0,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_195142_952_milestone4,milestone4,1787453503.105534077,target_map,1,1,0,detected,5.560905,3.448672,0.268672,1.399336,0.320894,-0.000094,0.589692,17.604555,437.500,0,0.027336,0.000000,0.159568,0.356834
tracking_cdrone3_20260822_195142_952_milestone4,milestone4,1787453503.205332756,target_map,1,1,0,detected,5.700559,3.480698,0.268662,1.399336,0.320894,-0.000094,0.574878,17.604555,437.500,0,0.127136,0.000000,0.194498,0.381784
tracking_cdrone3_20260822_195142_952_milestone4,milestone4,1787453503.206249714,raw,1,1,0,detected,5.576337,3.452597,0.263119,0.400686,0.094765,-0.041463,0.582520,17.659662,412.250,0,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_195142_952_milestone4,milestone4,1787453503.305068016,target_map,1,1,0,detected,5.656245,3.471070,0.260971,0.850079,0.196523,-0.022847,0.568830,17.659662,412.250,0,0.094001,0.000000,0.182900,0.373500
tracking_cdrone3_20260822_195142_952_milestone4,milestone4,1787453503.316533804,raw,1,1,0,detected,5.212692,3.369844,0.276451,-3.297499,-0.750396,0.120889,0.597656,17.286907,420.750,1,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_195142_952_milestone4,milestone4,1787453503.404968739,target_map,1,1,0,detected,5.089524,3.341934,0.281288,-1.431089,-0.324283,0.056208,0.584797,17.286907,420.750,1,0.086066,0.000000,0.180123,0.371516
tracking_cdrone3_20260822_195142_952_milestone4,milestone4,1787453503.432038307,raw,1,1,0,detected,5.461714,3.420400,0.267467,2.155975,0.437700,-0.077779,0.591797,17.540773,437.500,0,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_195142_952_milestone4,milestone4,1787453503.505079746,target_map,1,1,0,detected,5.499576,3.427025,0.266245,0.541796,0.094808,-0.017485,0.581458,17.540773,437.500,0,0.069882,0.000000,0.174459,0.367471
tracking_cdrone3_20260822_195142_952_milestone4,milestone4,1787453503.557824373,raw,1,1,0,detected,5.629977,3.467711,0.265377,1.337680,0.376122,-0.016611,0.618652,17.715345,416.500,0,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_195142_952_milestone4,milestone4,1787453503.605084181,target_map,1,1,0,detected,5.672048,3.478429,0.264647,0.979532,0.249531,-0.017004,0.612010,17.715345,416.500,0,0.042950,0.000000,0.165032,0.360737
tracking_cdrone3_20260822_195142_952_milestone4,milestone4,1787453503.705075502,target_map,1,1,0,detected,5.769994,3.503380,0.262947,0.979532,0.249531,-0.017004,0.596544,17.715345,416.500,0,0.142942,0.000000,0.200030,0.385736
tracking_cdrone3_20260822_195142_952_milestone4,milestone4,1787453503.784967899,raw,1,1,0,detected,5.188076,3.364588,0.267774,-1.945242,-0.453944,0.010551,0.612305,17.261585,420.000,1,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_195142_952_milestone4,milestone4,1787453503.805284262,target_map,1,1,0,detected,5.177797,3.362344,0.267744,-0.629093,-0.137381,-0.001849,0.609804,17.261585,420.000,1,0.016339,0.000000,0.155719,0.354085
tracking_cdrone3_20260822_195142_952_milestone4,milestone4,1787453503.904999018,target_map,1,1,0,detected,5.115074,3.348646,0.267560,-0.629093,-0.137381,-0.001849,0.594541,17.261585,420.000,1,0.116043,0.000000,0.190615,0.379011
tracking_cdrone3_20260822_195142_952_milestone4,milestone4,1787453504.004892349,target_map,1,1,0,detected,5.052229,3.334923,0.267375,-0.629093,-0.137381,-0.001849,0.579249,17.261585,420.000,1,0.215940,0.000000,0.225579,0.403985
tracking_cdrone3_20260822_195142_952_milestone4,milestone4,1787453504.019041538,raw,1,1,0,detected,5.510188,3.436489,0.269026,1.376274,0.307205,0.005347,0.613770,17.591640,441.875,0,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_195142_952_milestone4,milestone4,1787453504.105352402,target_map,1,1,0,detected,5.548237,3.445092,0.269195,0.473859,0.107141,0.002109,0.601449,17.591640,441.875,0,0.080297,0.000000,0.178104,0.370074
tracking_cdrone3_20260822_195142_952_milestone4,milestone4,1787453504.205416441,target_map,1,1,0,detected,5.595650,3.455812,0.269406,0.473859,0.107141,0.002109,0.586096,17.591640,441.875,0,0.180352,0.000000,0.213123,0.395088
tracking_cdrone3_20260822_195142_952_milestone4,milestone4,1787453504.208348989,raw,1,1,0,detected,5.402651,3.412063,0.275623,-0.567994,-0.129011,0.034848,0.625000,17.481438,433.125,1,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_195142_952_milestone4,milestone4,1787453504.305130959,target_map,1,1,0,detected,5.393355,3.409931,0.277509,-0.099160,-0.022743,0.020115,0.610352,17.481438,433.125,1,0.093746,0.000000,0.182811,0.373436
tracking_cdrone3_20260822_195142_952_milestone4,milestone4,1787453504.404988527,target_map,1,1,0,detected,5.383453,3.407660,0.279518,-0.099160,-0.022743,0.020115,0.594749,17.481438,433.125,1,0.193605,0.000000,0.217762,0.398401
tracking_cdrone3_20260822_195142_952_milestone4,milestone4,1787453504.434901714,raw,1,1,0,detected,5.684835,3.478371,0.275275,1.245674,0.292708,-0.001540,0.616211,17.771267,437.500,0,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_195142_952_milestone4,milestone4,1787453504.434901714,raw,7,7,0,detected,5.142567,-0.208710,0.554336,0.000000,0.000000,0.000000,0.611328,16.778873,450.500,0,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_195142_952_milestone4,milestone4,1787453504.505063057,target_map,1,1,0,detected,5.726603,3.488202,0.275810,0.640499,0.150755,0.008205,0.606165,17.771267,437.500,0,0.065211,0.000000,0.172824,0.366303
