run_id,experiment_tag,timestamp_s,sample_kind,track_id,detector_track_id,source,source_label,x_m,y_m,z_m,vx_mps,vy_mps,vz_mps,confidence,distance_m,bbox_area_px,inbound,last_observed_age_s,prediction_horizon_s,position_uncertainty_m,velocity_uncertainty_mps
tracking_cdrone3_20260822_205237_900_milestone4,milestone4,1787457157.951020002,target_map,47,164,0,detected,5.033475,-0.126911,0.241606,5.234680,0.457412,0.184268,0.435612,15.938412,310.625,0,0.148369,0.000000,0.201929,0.387092
tracking_cdrone3_20260822_205237_900_milestone4,milestone4,1787457157.955387115,raw,164,164,0,detected,4.593601,-0.374173,0.210944,1.857150,-0.989231,-0.018318,0.462891,16.272129,323.750,0,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_205237_900_milestone4,milestone4,1787457158.050971746,target_map,47,164,0,detected,4.903075,-0.405169,0.217620,3.377038,-0.338242,0.072846,0.452286,16.272129,323.750,0,0.091640,0.000000,0.182074,0.372910
tracking_cdrone3_20260822_205237_900_milestone4,milestone4,1787457158.087375402,raw,164,164,0,detected,6.165478,0.425026,0.182339,11.895762,6.048233,-0.216477,0.436768,17.869728,315.000,0,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_205237_900_milestone4,milestone4,1787457158.150979519,target_map,47,164,0,detected,6.489201,0.534595,0.180044,5.441307,1.841694,-0.038585,0.430271,17.869728,315.000,0,0.059494,0.000000,0.170823,0.364873
tracking_cdrone3_20260822_205237_900_milestone4,milestone4,1787457158.214584112,raw,164,164,0,detected,-0.216420,-0.468900,0.096871,-50.215961,-7.033858,-0.672508,0.476807,11.460969,337.500,1,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_205237_900_milestone4,milestone4,1787457158.250797033,target_map,47,164,0,detected,-0.279736,-0.461653,0.094359,-1.908489,0.218457,-0.075715,0.472852,11.460969,337.500,1,0.033176,0.000000,0.161612,0.358294
tracking_cdrone3_20260822_205237_900_milestone4,milestone4,1787457158.335932970,raw,164,164,0,detected,-1.155946,-0.476134,0.068503,-7.744423,-0.059630,-0.233832,0.490479,10.521439,328.500,1,0.000000,0.000000,0.000000,0.000000
tracking_cdrone3_20260822_205237_900_milestone4,milestone4,1787457158.350809574,target_map,47,164,0,detected,-1.220472,-0.475308,0.066453,-5.118253,0.065509,-0.162679,0.488933,10.521439,328.500,1,0.012607,0.000000,0.154412,0.353152
tracking_cdrone3_20260822_205237_900_milestone4,milestone4,1787457158.450936794,target_map,47,164,0,detected,-1.732934,-0.468749,0.050164,-5.118253,0.065509,-0.162679,0.476655,10.521439,328.500,1,0.112731,0.000000,0.189456,0.378183
